0,S,0,S
,,,
0,L,2,L
,,,
0,R,0,R
,,,
1,S,1,S
,,,
1,L,2,L
,,,
1,R,0,R
,,,
2,S,2,S
,,,
2,L,2,L
,,,
2,R,1,R
,,,
3,S,3,S
,,,
3,L,5,L
,,,
3,R,3,R
,,,
4,S,4,S
,,,
4,L,5,L
,,,
4,R,3,R
,,,
5,S,5,S
,,,
5,L,5,L
,,,
5,R,4,R
,,,
6,S,6,S
,,,
6,L,7,L
,,,
6,R,6,R
,,,
7,S,7,S
,,,
7,L,8,L
,,,
7,R,6,R
,,,
8,S,8,S
,,,
8,L,8,L
,,,
8,R,7,R
